time,X,Y,Z,SVM,,time,X,Y,Z,SVM,,,,,,,,,,,,,,time,X,Y,Z,SVM
5.365949,1.5914,-0.6357,0.7307,1.863,,5.365949,1.5914,0.6357,0.7307,1.863,,,,,,,,,,,,,,0.3975,0.3975,1.6403,1.1429,2.038
5.369822,1.6891,-0.5368,0.2307,1.787,,5.369822,1.6891,0.5368,0.2307,1.787,,,,,,,,,,,,,,0.371,0.371,1.5748,1.1847,2.005
5.374562,1.7532,-0.4399,-0.2728,1.828,,5.374562,1.7532,0.4399,0.2728,1.828,,,,,,,,,,,,,,0.3478,0.3478,1.4806,1.2778,1.986
5.379698,1.7561,-0.351,-0.6986,1.922,,5.379698,1.7561,0.351,0.6986,1.922,,,,,,,,,,,,,,0.3085,0.3085,1.4076,1.4153,2.02
5.3859,1.6962,-0.2691,-1.0758,2.026,,5.3859,1.6962,0.2691,1.0758,2.026,,,,,,,,,,,,,,0.2932,0.2932,1.3385,1.5709,2.085
5.389583,1.6072,-0.1742,-1.3256,2.091,,5.389583,1.6072,0.1742,1.3256,2.091,,,,,,,,,,,,,,0.2512,0.2512,1.2946,1.7593,2.199
5.395111,1.4865,-0.1137,-1.5201,2.129,,5.395111,1.4865,0.1137,1.5201,2.129,,,,,,,,,,,,,,0.2513,0.2513,1.2393,1.9853,2.354
5.399727,1.329,-0.0752,-1.6548,2.124,,5.399727,1.329,0.0752,1.6548,2.124,,,,,,,,,,,,,,0.2645,0.2645,1.158,2.1943,2.495
5.405896,1.2085,-0.0442,-1.7512,2.128,,5.405896,1.2085,0.0442,1.7512,2.128,,,,,,,,,,,,,,0.2239,0.2239,1.1125,2.4365,2.688
5.409385,1.0911,-0.0705,-1.8,2.106,,5.409385,1.0911,0.0705,1.8,2.106,,,,,,,,,,,,,,0.2445,0.2445,1.0593,2.6955,2.906
5.414968,1.0028,-0.0944,-1.7798,2.045,,5.414968,1.0028,0.0944,1.7798,2.045,,,,,,,,,,,,,,0.257,0.257,1.0148,2.8829,3.067
5.419637,0.9355,-0.1348,-1.729,1.97,,5.419637,0.9355,0.1348,1.729,1.97,,,,,,,,,,,,,,0.2471,0.2471,0.9521,3.0349,3.19
5.425781,0.8693,-0.175,-1.6381,1.863,,5.425781,0.8693,0.175,1.6381,1.863,,,,,,,,,,,,,,0.2649,0.2649,0.9307,3.1685,3.313
5.430132,0.8509,-0.2678,-1.5215,1.764,,5.430132,0.8509,0.2678,1.5215,1.764,,,,,,,,,,,,,,0.2099,0.2099,0.9,3.2385,3.368
5.43463,0.8147,-0.3536,-1.396,1.655,,5.43463,0.8147,0.3536,1.396,1.655,,,,,,,,,,,,,,0.1394,0.1394,0.8718,3.1901,3.31
5.439886,0.8031,-0.452,-1.2688,1.568,,5.439886,0.8031,0.452,1.2688,1.568,,,,,,,,,,,,,,0.0726,0.0726,0.8552,3.1407,3.256
5.449792,0.7704,-0.5249,-1.2092,1.527,,5.449792,0.7704,0.5249,1.2092,1.527,,,,,,,,,,,,,,0.0361,0.0361,0.817,3.0018,3.111
5.450215,0.7284,-0.6183,-1.1213,1.473,,5.450215,0.7284,0.6183,1.1213,1.473,,,,,,,,,,,,,,0.0276,0.0276,0.7739,2.8046,2.91
5.454494,0.6844,-0.6893,-1.0697,1.445,,5.454494,0.6844,0.6893,1.0697,1.445,,,,,,,,,,,,,,0.0335,0.0335,0.6927,2.6183,2.709
5.459583,0.6411,-0.7885,-1.0661,1.473,,5.459583,0.6411,0.7885,1.0661,1.473,,,,,,,,,,,,,,0.0804,0.0804,0.636,2.3973,2.481
5.465827,0.5962,-0.8634,-1.101,1.521,,5.465827,0.5962,0.8634,1.101,1.521,,,,,,,,,,,,,,0.1087,0.1087,0.5585,2.1796,2.253
5.469465,0.5406,-0.9524,-1.1743,1.606,,5.469465,0.5406,0.9524,1.1743,1.606,,,,,,,,,,,,,,0.1447,0.1447,0.5277,1.915,1.992
5.474956,0.4959,-1.0387,-1.2164,1.675,,5.474956,0.4959,1.0387,1.2164,1.675,,,,,,,,,,,,,,0.1783,0.1783,0.4265,1.6726,1.735
5.479582,0.4435,-1.0983,-1.2634,1.732,,5.479582,0.4435,1.0983,1.2634,1.732,,,,,,,,,,,,,,0.202,0.202,0.3676,1.419,1.48
5.486274,0.4146,-1.1504,-1.308,1.791,,5.486274,0.4146,1.1504,1.308,1.791,,,,,,,,,,,,,,0.2205,0.2205,0.3009,1.1516,1.211
5.489955,0.3137,-1.1639,-1.3647,1.821,,5.489955,0.3137,1.1639,1.3647,1.821,,,,,,,,,,,,,,0.2164,0.2164,0.2101,0.9254,0.973
5.494696,0.2294,-1.2057,-1.3854,1.851,,5.494696,0.2294,1.2057,1.3854,1.851,,,,,,,,,,,,,,0.2155,0.2155,0.1265,0.6852,0.729
5.49954,0.1617,-1.2015,-1.4302,1.875,,5.49954,0.1617,1.2015,1.4302,1.875,,,,,,,,,,,,,,0.1981,0.1981,0.0313,0.4786,0.519
5.506045,0.1179,-1.1969,-1.4463,1.881,,5.506045,0.1179,1.1969,1.4463,1.881,,,,,,,,,,,,,,0.1688,0.1688,0.0989,0.2674,0.331
5.509389,0.1311,-1.1893,-1.4458,1.877,,5.509389,0.1311,1.1893,1.4458,1.877,,,,,,,,,,,,,,0.1538,0.1538,0.2447,0.032,0.291
5.514491,0.1412,-1.1908,-1.4479,1.88,,5.514491,0.1412,1.1908,1.4479,1.88,,,,,,,,,,,,,,0.1369,0.1369,0.3742,0.1631,0.431
5.519773,0.1577,-1.1657,-1.4357,1.856,,5.519773,0.1577,1.1657,1.4357,1.856,,,,,,,,,,,,,,0.1349,0.1349,0.5063,0.3492,0.63
5.525858,0.2283,-1.1598,-1.4068,1.837,,5.525858,0.2283,1.1598,1.4068,1.837,,,,,,,,,,,,,,0.1723,0.1723,0.65,0.5172,0.848
5.529813,0.3001,-1.1423,-1.397,1.829,,5.529813,0.3001,1.1423,1.397,1.829,,,,,,,,,,,,,,0.1874,0.1874,0.7596,0.6527,1.019
5.534836,0.3803,-1.1183,-1.3656,1.806,,5.534836,0.3803,1.1183,1.3656,1.806,,,,,,,,,,,,,,0.2027,0.2027,0.8588,0.7823,1.179
5.539895,0.4186,-1.1144,-1.4249,1.857,,5.539895,0.4186,1.1144,1.4249,1.857,,,,,,,,,,,,,,0.2314,0.2314,0.8735,0.8487,1.24
5.54597,0.468,-1.1116,-1.4792,1.909,,5.54597,0.468,1.1116,1.4792,1.909,,,,,,,,,,,,,,0.2145,0.2145,0.8136,0.9523,1.271
5.549687,0.5357,-1.1025,-1.5787,1.999,,5.549687,0.5357,1.1025,1.5787,1.999,,,,,,,,,,,,,,0.1813,0.1813,0.7294,1.0739,1.311
5.554581,0.6128,-1.0345,-1.6467,2.039,,5.554581,0.6128,1.0345,1.6467,2.039,,,,,,,,,,,,,,0.1658,0.1658,0.7313,1.2613,1.467
5.559436,0.6542,-0.965,-1.7718,2.121,,5.559436,0.6542,0.965,1.7718,2.121,,,,,,,,,,,,,,0.1199,0.1199,0.7718,1.4447,1.642
5.565981,0.7036,-0.8651,-1.8631,2.171,,5.565981,0.7036,0.8651,1.8631,2.171,,,,,,,,,,,,,,0.0933,0.0933,0.8369,1.5834,1.793
5.569409,0.711,-0.7561,-1.9732,2.23,,5.569409,0.711,0.7561,1.9732,2.23,,,,,,,,,,,,,,0.0781,0.0781,0.9057,1.6915,1.92
5.57465,0.7034,-0.6592,-2.0521,2.267,,5.57465,0.7034,0.6592,2.0521,2.267,,,,,,,,,,,,,,0.0472,0.0472,0.9572,1.7997,2.039
5.579834,0.6547,-0.5598,-2.1212,2.289,,5.579834,0.6547,0.5598,2.1212,2.289,,,,,,,,,,,,,,0.0045,0.0045,1.0015,1.8815,2.131
5.585703,0.5958,-0.417,-2.1114,2.233,,5.585703,0.5958,0.417,2.1114,2.233,,,,,,,,,,,,,,0.0317,0.0317,1.0414,1.8912,2.159
5.589515,0.5219,-0.2405,-2.0251,2.105,,5.589515,0.5219,0.2405,2.0251,2.105,,,,,,,,,,,,,,0.0623,0.0623,1.0796,1.8934,2.18
5.595271,0.4373,-0.0832,-1.9197,1.971,,5.595271,0.4373,0.0832,1.9197,1.971,,,,,,,,,,,,,,0.0662,0.0662,1.1496,1.8496,2.179
5.599717,0.3346,0.081,-1.7547,1.788,,5.599717,0.3346,0.081,1.7547,1.788,,,,,,,,,,,,,,0.1012,0.1012,1.2374,1.7286,2.128
5.605817,0.2614,0.2088,-1.6113,1.646,,5.605817,0.2614,0.2088,1.6113,1.646,,,,,,,,,,,,,,0.0978,0.0978,1.3478,1.5953,2.091
5.610193,0.2555,0.3598,-1.432,1.499,,5.610193,0.2555,0.3598,1.432,1.499,,,,,,,,,,,,,,0.104,0.104,1.459,1.416,2.036
5.614734,0.245,0.4454,-1.2887,1.385,,5.614734,0.245,0.4454,1.2887,1.385,,,,,,,,,,,,,,0.0882,0.0882,1.6213,1.2339,2.039
5.619526,0.2584,0.5372,-1.1693,1.313,,5.619526,0.2584,0.5372,1.1693,1.313,,,,,,,,,,,,,,0.1246,0.1246,1.6672,0.9989,1.948
5.62609,0.3507,0.6018,-1.0308,1.244,,5.62609,0.3507,0.6018,1.0308,1.244,,,,,,,,,,,,,,0.1886,0.1886,1.6828,0.7828,1.866
5.629678,0.4115,0.6413,-0.8778,1.162,,5.629678,0.4115,0.6413,0.8778,1.162,,,,,,,,,,,,,,0.2701,0.2701,1.6969,0.679,1.848
5.634622,0.441,0.6511,-0.7559,1.091,,5.634622,0.441,0.6511,0.7559,1.091,,,,,,,,,,,,,,0.3616,0.3616,1.6734,0.6633,1.836
5.639994,0.4704,0.6668,-0.6769,1.06,,5.639994,0.4704,0.6668,0.6769,1.06,,,,,,,,,,,,,,0.4653,0.4653,1.5934,0.7262,1.812
5.647945,0.4902,0.6885,-0.5977,1.035,,5.647945,0.4902,0.6885,0.5977,1.035,,,,,,,,,,,,,,0.5449,0.5449,1.4663,0.8341,1.773
5.64982,0.5365,0.6803,-0.4991,1,,5.64982,0.5365,0.6803,0.4991,1,,,,,,,,,,,,,,0.6268,0.6268,1.3523,1.0442,1.82
5.654843,0.5783,0.6851,-0.4315,0.995,,5.654843,0.5783,0.6851,0.4315,0.995,,,,,,,,,,,,,,0.687,0.687,1.2253,1.268,1.892
5.659792,0.6184,0.696,-0.378,1.005,,5.659792,0.6184,0.696,0.378,1.005,,,,,,,,,,,,,,0.7687,0.7687,1.1237,1.5338,2.051
5.666291,0.6715,0.7104,-0.2644,1.013,,5.666291,0.6715,0.7104,0.2644,1.013,,,,,,,,,,,,,,0.8502,0.8502,1.0072,1.7913,2.224
5.670297,0.6923,0.7642,-0.1387,1.04,,5.670297,0.6923,0.7642,0.1387,1.04,,,,,,,,,,,,,,0.9367,0.9367,0.8688,2.0357,2.403
5.675059,0.7357,0.7687,-0.0199,1.064,,5.675059,0.7357,0.7687,0.0199,1.064,,,,,,,,,,,,,,1.0114,1.0114,0.7803,2.267,2.602
5.679826,0.7685,0.8241,0.1064,1.132,,5.679826,0.7685,0.8241,0.1064,1.132,,,,,,,,,,,,,,1.0963,1.0963,0.6889,2.454,2.775
5.686045,0.798,0.8321,0.2044,1.171,,5.686045,0.798,0.8321,0.2044,1.171,,,,,,,,,,,,,,1.189,1.189,0.6186,2.6185,2.942
5.689521,0.8412,0.843,0.3243,1.234,,5.689521,0.8412,0.843,0.3243,1.234,,,,,,,,,,,,,,1.2536,1.2536,0.5212,2.7318,3.051
5.695017,0.8814,0.8756,0.452,1.322,,5.695017,0.8814,0.8756,0.452,1.322,,,,,,,,,,,,,,1.3065,1.3065,0.4086,2.8348,3.148
5.700063,0.9211,0.882,0.5371,1.384,,5.700063,0.9211,0.882,0.5371,1.384,,,,,,,,,,,,,,1.345,1.345,0.2017,2.9396,3.239
5.706249,0.9266,0.8004,0.6276,1.376,,5.706249,0.9266,0.8004,0.6276,1.376,,,,,,,,,,,,,,1.3974,1.3974,0.0853,3.1133,3.414
5.710187,0.8908,0.6883,0.6851,1.318,,5.710187,0.8908,0.6883,0.6851,1.318,,,,,,,,,,,,,,1.437,1.437,0.4837,3.3487,3.676
5.715083,0.8425,0.5775,0.7215,1.251,,5.715083,0.8425,0.5775,0.7215,1.251,,,,,,,,,,,,,,1.4802,1.4802,0.8958,3.6509,4.04
5.719706,0.7458,0.4851,0.7799,1.183,,5.719706,0.7458,0.4851,0.7799,1.183,,,,,,,,,,,,,,1.5076,1.5076,1.1981,3.9913,4.432
5.727754,0.6695,0.4164,0.8265,1.142,,5.727754,0.6695,0.4164,0.8265,1.142,,,,,,,,,,,,,,1.5169,1.5169,1.4297,4.3561,4.829
5.729973,0.5631,0.3243,0.8946,1.106,,5.729973,0.5631,0.3243,0.8946,1.106,,,,,,,,,,,,,,1.5176,1.5176,1.5535,4.633,5.117
5.735901,0.4593,0.3073,0.9841,1.129,,5.735901,0.4593,0.3073,0.9841,1.129,,,,,,,,,,,,,,1.5573,1.5573,1.573,4.8061,5.291
5.739906,0.379,0.2675,1.1044,1.198,,5.739906,0.379,0.2675,1.1044,1.198,,,,,,,,,,,,,,1.5568,1.5568,1.4822,4.816,5.274
5.747142,0.319,0.2408,1.2338,1.297,,5.747142,0.319,0.2408,1.2338,1.297,,,,,,,,,,,,,,1.6093,1.6093,1.3494,4.6587,5.11
5.753363,0.2832,0.2562,1.3675,1.42,,5.753363,0.2832,0.2562,1.3675,1.42,,,,,,,,,,,,,,1.6308,1.6308,1.2231,4.3132,4.771
5.75878,0.2686,0.2991,1.5174,1.57,,5.75878,0.2686,0.2991,1.5174,1.57,,,,,,,,,,,,,,1.6596,1.6596,1.1061,3.7536,4.25
5.760098,0.2649,0.3311,1.6356,1.69,,5.760098,0.2649,0.3311,1.6356,1.69,,,,,,,,,,,,,,1.6693,1.6693,1.0175,3.0518,3.624
5.76592,0.3078,0.3932,1.6837,1.756,,5.76592,0.3078,0.3932,1.6837,1.756,,,,,,,,,,,,,,1.7014,1.7014,1.0047,2.2678,3.008
5.769935,0.3949,0.4137,1.6691,1.764,,5.769935,0.3949,0.4137,1.6691,1.764,,,,,,,,,,,,,,1.7112,1.7112,0.9713,1.4635,2.452
5.77512,0.4662,0.4455,1.6155,1.739,,5.77512,0.4662,0.4455,1.6155,1.739,,,,,,,,,,,,,,1.7566,1.7566,0.8855,0.7486,2.105
5.77984,0.5627,0.4223,1.4847,1.643,,5.77984,0.5627,0.4223,1.4847,1.643,,,,,,,,,,,,,,1.8196,1.8196,0.933,0.0078,2.045
5.785939,0.6107,0.3778,1.3196,1.502,,5.785939,0.6107,0.3778,1.3196,1.502,,,,,,,,,,,,,,1.9912,1.9912,0.9448,0.6374,2.294
5.789936,0.6016,0.272,1.18,1.352,,5.789936,0.6016,0.272,1.18,1.352,,,,,,,,,,,,,,2.0997,2.0997,0.9269,1.2954,2.635
5.795171,0.5791,0.2008,1.049,1.215,,5.795171,0.5791,0.2008,1.049,1.215,,,,,,,,,,,,,,2.1385,2.1385,0.9089,1.8473,2.968
5.799869,0.477,0.1168,0.9649,1.083,,5.799869,0.477,0.1168,0.9649,1.083,,,,,,,,,,,,,,2.1534,2.1534,0.973,2.2653,3.273
5.806073,0.3987,0.0224,0.9514,1.032,,5.806073,0.3987,0.0224,0.9514,1.032,,,,,,,,,,,,,,2.1204,2.1204,1.0746,2.5694,3.5
5.810611,0.2537,-0.0393,0.9918,1.024,,5.810611,0.2537,0.0393,0.9918,1.024,,,,,,,,,,,,,,2.073,2.073,1.21,2.7388,3.642
5.814958,0.1135,-0.0855,1.1315,1.14,,5.814958,0.1135,0.0855,1.1315,1.14,,,,,,,,,,,,,,2.0327,2.0327,1.3495,2.8173,3.727
5.82081,-0.0459,-0.1214,1.3346,1.341,,5.82081,0.0459,0.1214,1.3346,1.341,,,,,,,,,,,,,,2.0135,2.0135,1.4853,2.7983,3.754
5.827826,-0.2342,-0.1383,1.5656,1.589,,5.827826,0.2342,0.1383,1.5656,1.589,,,,,,,,,,,,,,1.967,1.967,1.5023,2.7202,3.678
5.830228,-0.3875,-0.1488,1.791,1.838,,5.830228,0.3875,0.1488,1.791,1.838,,,,,,,,,,,,,,1.9169,1.9169,1.5007,2.612,3.571
5.835049,-0.5347,-0.2035,1.9679,2.049,,5.835049,0.5347,0.2035,1.9679,2.049,,,,,,,,,,,,,,1.8558,1.8558,1.4612,2.4596,3.41
5.840095,-0.6732,-0.3505,2.0296,2.167,,5.840095,0.6732,0.3505,2.0296,2.167,,,,,,,,,,,,,,1.7571,1.7571,1.4201,2.2292,3.174
5.845966,-0.8217,-0.6065,2.0886,2.325,,5.845966,0.8217,0.6065,2.0886,2.325,,,,,,,,,,,,,,1.6849,1.6849,1.4186,1.9901,2.969
5.85001,-1.0107,-0.9498,2.0781,2.498,,5.85001,1.0107,0.9498,2.0781,2.498,,,,,,,,,,,,,,1.6344,1.6344,1.4934,1.6963,2.789
5.85516,-1.2059,-1.3038,2.1319,2.775,,5.85516,1.2059,1.3038,2.1319,2.775,,,,,,,,,,,,,,1.5909,1.5909,1.5527,1.3544,2.603
5.859645,-1.3667,-1.6208,2.2669,3.104,,5.859645,1.3667,1.6208,2.2669,3.104,,,,,,,,,,,,,,1.5116,1.5116,1.5788,1.0424,2.422
5.866972,-1.47,-1.8013,2.5046,3.417,,5.866972,1.47,1.8013,2.5046,3.417,,,,,,,,,,,,,,1.3948,1.3948,1.5611,0.7097,2.21
5.86994,-1.5498,-1.9494,2.752,3.712,,5.86994,1.5498,1.9494,2.752,3.712,,,,,,,,,,,,,,1.2722,1.2722,1.4838,0.406,1.996
5.874816,-1.5611,-2.0445,3.0022,3.954,,5.874816,1.5611,2.0445,3.0022,3.954,,,,,,,,,,,,,,1.1392,1.1392,1.4127,0.1595,1.822
5.880117,-1.5261,-2.1166,3.222,4.146,,5.880117,1.5261,2.1166,3.222,4.146,,,,,,,,,,,,,,0.9961,0.9961,1.322,0.0009,1.655
5.886195,-1.4169,-2.2052,3.3543,4.257,,5.886195,1.4169,2.2052,3.3543,4.257,,,,,,,,,,,,,,0.8627,0.8627,1.27,0.118,1.54
5.890063,-1.3171,-2.254,3.3852,4.275,,5.890063,1.3171,2.254,3.3852,4.275,,,,,,,,,,,,,,0.7725,0.7725,1.252,0.164,1.48
5.895262,-1.1807,-2.2707,3.2194,4.113,,5.895262,1.1807,2.2707,3.2194,4.113,,,,,,,,,,,,,,0.6926,0.6926,1.1919,0.2209,1.396
5.899743,-1.0546,-2.2052,2.8524,3.757,,5.899743,1.0546,2.2052,2.8524,3.757,,,,,,,,,,,,,,0.6613,0.6613,1.2429,0.2601,1.432
5.906177,-0.9378,-2.1289,2.3441,3.302,,5.906177,0.9378,2.1289,2.3441,3.302,,,,,,,,,,,,,,0.6262,0.6262,1.2185,0.2865,1.4
5.909883,-0.8701,-1.9861,1.814,2.827,,5.909883,0.8701,1.9861,1.814,2.827,,,,,,,,,,,,,,0.5751,0.5751,1.2265,0.3001,1.388
5.914973,-0.8509,-1.8212,1.2524,2.368,,5.914973,0.8509,1.8212,1.2524,2.368,,,,,,,,,,,,,,0.548,0.548,1.1973,0.2365,1.338
5.92012,-0.8909,-1.6926,0.678,2.029,,5.92012,0.8909,1.6926,0.678,2.029,,,,,,,,,,,,,,0.4773,0.4773,1.1615,0.1361,1.263
5.926652,-0.9723,-1.5077,0.0881,1.796,,5.926652,0.9723,1.5077,0.0881,1.796,,,,,,,,,,,,,,0.4003,0.4003,1.1452,0.0034,1.213
5.929816,-1.1229,-1.3534,-0.42,1.808,,5.929816,1.1229,1.3534,0.42,1.808,,,,,,,,,,,,,,0.2877,0.2877,1.1504,0.2061,1.204
5.935213,-1.3206,-1.2283,-0.8633,2,,5.935213,1.3206,1.2283,0.8633,2,,,,,,,,,,,,,,0.2174,0.2174,1.1049,0.4265,1.204
5.940267,-1.5105,-1.11,-1.1347,2.191,,5.940267,1.5105,1.11,1.1347,2.191,,,,,,,,,,,,,,0.1291,0.1291,1.0871,0.6554,1.276
5.945849,-1.6759,-1.0243,-1.249,2.328,,5.945849,1.6759,1.0243,1.249,2.328,,,,,,,,,,,,,,0.0754,0.0754,1.0968,0.8976,1.419
5.950009,-1.8563,-0.9257,-1.2851,2.44,,5.950009,1.8563,0.9257,1.2851,2.44,,,,,,,,,,,,,,0.0015,0.0015,1.0547,1.1365,1.551
5.955329,-2.0074,-0.8432,-1.2146,2.493,,5.955329,2.0074,0.8432,1.2146,2.493,,,,,,,,,,,,,,0.0416,0.0416,0.9773,1.3843,1.695
5.959798,-2.1379,-0.7843,-1.1186,2.537,,5.959798,2.1379,0.7843,1.1186,2.537,,,,,,,,,,,,,,0.0806,0.0806,0.9122,1.6674,1.902
5.967376,-2.2106,-0.7375,-0.9469,2.515,,5.967376,2.2106,0.7375,0.9469,2.515,,,,,,,,,,,,,,0.1258,0.1258,0.8708,1.9476,2.137
5.970853,-2.1764,-0.7224,-0.7975,2.428,,5.970853,2.1764,0.7224,0.7975,2.428,,,,,,,,,,,,,,0.1865,0.1865,0.8147,2.2276,2.379
5.975232,-2.1512,-0.7636,-0.6295,2.368,,5.975232,2.1512,0.7636,0.6295,2.368,,,,,,,,,,,,,,0.2077,0.2077,0.7458,2.5004,2.618
5.980021,-2.0877,-0.8138,-0.5097,2.298,,5.980021,2.0877,0.8138,0.5097,2.298,,,,,,,,,,,,,,0.2183,0.2183,0.6736,2.7088,2.8
5.986136,-1.9507,-0.8474,-0.433,2.17,,5.986136,1.9507,0.8474,0.433,2.17,,,,,,,,,,,,,,0.2254,0.2254,0.6191,2.8983,2.972
5.989945,-1.8385,-0.9032,-0.4137,2.09,,5.989945,1.8385,0.9032,0.4137,2.09,,,,,,,,,,,,,,0.2556,0.2556,0.5536,3.0549,3.115
5.995628,-1.677,-0.9169,-0.4945,1.974,,5.995628,1.677,0.9169,0.4945,1.974,,,,,,,,,,,,,,0.2708,0.2708,0.4598,3.1691,3.214
6.00113,-1.5357,-0.9009,-0.6441,1.893,,6.00113,1.5357,0.9009,0.6441,1.893,,,,,,,,,,,,,,0.3051,0.3051,0.4214,3.2747,3.316
6.006734,-1.3858,-0.8813,-0.8506,1.849,,6.006734,1.3858,0.8813,0.8506,1.849,,,,,,,,,,,,,,0.3059,0.3059,0.3662,3.3217,3.356
6.010904,-1.2675,-0.8102,-1.1043,1.866,,6.010904,1.2675,0.8102,1.1043,1.866,,,,,,,,,,,,,,0.3164,0.3164,0.3397,3.3531,3.385
6.01544,-1.1565,-0.7425,-1.3909,1.955,,6.01544,1.1565,0.7425,1.3909,1.955,,,,,,,,,,,,,,0.2984,0.2984,0.2889,3.2854,3.312
6.020325,-1.0665,-0.7113,-1.6459,2.086,,6.020325,1.0665,0.7113,1.6459,2.086,,,,,,,,,,,,,,0.2612,0.2612,0.2404,3.2097,3.229
6.027703,-1.0136,-0.6611,-1.9125,2.263,,6.027703,1.0136,0.6611,1.9125,2.263,,,,,,,,,,,,,,0.2048,0.2048,0.1844,3.09,3.102
6.031637,-0.952,-0.6203,-2.1476,2.43,,6.031637,0.952,0.6203,2.1476,2.43,,,,,,,,,,,,,,0.1385,0.1385,0.1212,2.9072,2.913
6.035349,-0.8982,-0.5745,-2.361,2.591,,6.035349,0.8982,0.5745,2.361,2.591,,,,,,,,,,,,,,0.098,0.098,0.0892,2.7211,2.724
6.041201,-0.8759,-0.5185,-2.5504,2.746,,6.041201,0.8759,0.5185,2.5504,2.746,,,,,,,,,,,,,,0.0235,0.0235,0.0529,2.4956,2.496
6.046157,-0.8633,-0.4404,-2.7158,2.884,,6.046157,0.8633,0.4404,2.7158,2.884,,,,,,,,,,,,,,0.0639,0.0639,0.0292,2.2688,2.27
6.051348,-0.8506,-0.3662,-2.8478,2.995,,6.051348,0.8506,0.3662,2.8478,2.995,,,,,,,,,,,,,,0.1525,0.1525,0.0283,1.9951,2.001
6.055583,-0.8638,-0.2717,-2.9585,3.094,,6.055583,0.8638,0.2717,2.9585,3.094,,,,,,,,,,,,,,0.2403,0.2403,0.0147,1.746,1.763
6.060256,-0.8502,-0.1998,-3.0384,3.161,,6.060256,0.8502,0.1998,3.0384,3.161,,,,,,,,,,,,,,0.3081,0.3081,0.0159,1.5117,1.543
6.065934,-0.8626,-0.1121,-3.1044,3.224,,6.065934,0.8626,0.1121,3.1044,3.224,,,,,,,,,,,,,,0.3846,0.3846,0.0823,1.2872,1.346
6.069898,-0.8722,-0.0133,-3.1086,3.229,,6.069898,0.8722,0.0133,3.1086,3.229,,,,,,,,,,,,,,0.4196,0.4196,0.1865,1.0963,1.189
6.075277,-0.86,0.0534,-3.1037,3.221,,6.075277,0.86,0.0534,3.1037,3.221,,,,,,,,,,,,,,0.4608,0.4608,0.2995,0.922,1.073
6.079985,-0.8404,0.1169,-3.0802,3.195,,6.079985,0.8404,0.1169,3.0802,3.195,,,,,,,,,,,,,,0.4891,0.4891,0.414,0.7978,1.023
6.086016,-0.7964,0.2012,-3.0692,3.177,,6.086016,0.7964,0.2012,3.0692,3.177,,,,,,,,,,,,,,0.5429,0.5429,0.5229,0.7116,1.037
6.090443,-0.759,0.2679,-3.0206,3.126,,6.090443,0.759,0.2679,3.0206,3.126,,,,,,,,,,,,,,0.5604,0.5604,0.6046,0.6609,1.057
6.09517,-0.7018,0.3099,-2.9534,3.051,,6.09517,0.7018,0.3099,2.9534,3.051,,,,,,,,,,,,,,0.5279,0.5279,0.6735,0.6028,1.047
6.100296,-0.6081,0.3366,-2.8533,2.937,,6.100296,0.6081,0.3366,2.8533,2.937,,,,,,,,,,,,,,0.5252,0.5252,0.7035,0.4799,1.001
6.10654,-0.5617,0.3332,-2.6916,2.77,,6.10654,0.5617,0.3332,2.6916,2.77,,,,,,,,,,,,,,0.5072,0.5072,0.6828,0.3378,0.915
6.11026,-0.5245,0.2972,-2.5517,2.622,,6.11026,0.5245,0.2972,2.5517,2.622,,,,,,,,,,,,,,0.4528,0.4528,0.6738,0.1479,0.825
6.115659,-0.5203,0.2594,-2.4099,2.479,,6.115659,0.5203,0.2594,2.4099,2.479,,,,,,,,,,,,,,0.3695,0.3695,0.6,0.1256,0.716
6.120663,-0.5085,0.2027,-2.2707,2.336,,6.120663,0.5085,0.2027,2.2707,2.336,,,,,,,,,,,,,,0.2813,0.2813,0.5737,0.4636,0.789
6.126434,-0.506,0.1463,-2.1388,2.203,,6.126434,0.506,0.1463,2.1388,2.203,,,,,,,,,,,,,,0.2339,0.2339,0.5589,0.8444,1.039
6.130362,-0.5343,0.1497,-2.0311,2.105,,6.130362,0.5343,0.1497,2.0311,2.105,,,,,,,,,,,,,,0.1861,0.1861,0.5459,1.2036,1.335
6.135959,-0.5958,0.1507,-1.9115,2.008,,6.135959,0.5958,0.1507,1.9115,2.008,,,,,,,,,,,,,,0.1203,0.1203,0.5825,1.5147,1.627
6.139966,-0.6833,0.147,-1.8423,1.97,,6.139966,0.6833,0.147,1.8423,1.97,,,,,,,,,,,,,,0.0309,0.0309,0.6114,1.7445,1.849
6.146686,-0.7634,0.1532,-1.79,1.952,,6.146686,0.7634,0.1532,1.79,1.952,,,,,,,,,,,,,,0.1627,0.1627,0.659,1.8952,2.013
6.150891,-0.824,0.1454,-1.6781,1.875,,6.150891,0.824,0.1454,1.6781,1.875,,,,,,,,,,,,,,0.2564,0.2564,0.711,2.0029,2.141
6.155294,-0.8797,0.143,-1.5976,1.829,,6.155294,0.8797,0.143,1.5976,1.829,,,,,,,,,,,,,,0.3099,0.3099,0.7291,2.0508,2.199
6.160281,-0.8541,0.1558,-1.5293,1.759,,6.160281,0.8541,0.1558,1.5293,1.759,,,,,,,,,,,,,,0.2897,0.2897,0.7664,2.0388,2.197
